frequency,coordinate,A,R1,R2,R3,R4,R_low,R_high,higher_ratio,second_to_first,third_to_second,fourth_to_second,c1_f_p,c2_2f_p,c3_f_p,c3_3f_p,c4_2f_p,c4_4f_p
2.265625,x,0.02,0.000691047565419823,0.00016669749375447068,5.066582550009711e-06,4.481213477208667e-06,0.0008577450591742938,9.547796027218377e-06,0.011131274876021483,0.2412243412697636,0.030393873572402343,0.02688230864351843,0.6079474426137561,0.003968728077562522,0.9819868904036112,0.488926683100659,0.00157563244904907,0.9261885511997939
2.265625,x,0.03,0.0010365713481297345,0.000375069360947559,1.709971610628277e-05,2.2686143228368872e-05,0.0014116407090772934,3.978585933465164e-05,0.02818412580397835,0.36183651190464544,0.045590810358603504,0.06048519444791646,0.6079474426137561,0.003968728077562522,0.9819868904036112,0.488926683100659,0.00157563244904907,0.9261885511997939
2.265625,x,0.04,0.001382095130839646,0.0006667899750178827,4.0532660400077686e-05,7.169941563533867e-05,0.0020488851058575288,0.00011223207603541636,0.05477714475768195,0.4824486825395272,0.060787747144804685,0.10752923457407372,0.6079474426137561,0.003968728077562522,0.9819868904036112,0.488926683100659,0.00157563244904907,0.9261885511997939
2.265625,x,0.05,0.0017276189135495574,0.001041859335965442,7.916535234390174e-05,0.00017504740145346358,0.0027694782495149995,0.0002542127537973653,0.09179084682895919,0.6030608531744092,0.07598468393100585,0.1680144290219902,0.6079474426137561,0.003968728077562522,0.9819868904036112,0.488926683100659,0.00157563244904907,0.9261885511997939
2.265625,x,0.06,0.002073142696259469,0.001500277443790236,0.00013679772885026215,0.00036297829165390195,0.0035734201400497052,0.0004997760205041641,0.13985929471400257,0.7236730238092909,0.09118162071720701,0.24194077779166584,0.6079474426137561,0.003968728077562522,0.9819868904036112,0.488926683100659,0.00157563244904907,0.9261885511997939
2.265625,x,0.08,0.002764190261679292,0.002667159900071531,0.0003242612832006215,0.0011471906501654187,0.0054313501617508225,0.0014714519333660402,0.2709182596490355,0.9648973650790544,0.12157549428960937,0.4301169382962949,0.6079474426137561,0.003968728077562522,0.9819868904036112,0.488926683100659,0.00157563244904907,0.9261885511997939
2.265625,x,0.1,0.003455237827099115,0.004167437343861768,0.0006333228187512139,0.0028007584232554172,0.007622675170960882,0.003434081242006631,0.4505086685431652,1.2061217063488183,0.1519693678620117,0.6720577160879608,0.6079474426137561,0.003968728077562522,0.9819868904036112,0.488926683100659,0.00157563244904907,0.9261885511997939
2.265625,x,0.12,0.004146285392518938,0.006001109775160944,0.0010943818308020972,0.005807652666462431,0.010147395167679882,0.006902034497264529,0.6801779553483794,1.4473460476185818,0.18236324143441401,0.9677631111666634,0.6079474426137561,0.003968728077562522,0.9819868904036112,0.488926683100659,0.00157563244904907,0.9261885511997939
2.265625,y,0.02,0.001189329267378918,0.0004992919108108878,9.409008298438592e-06,1.3391175044645068e-05,0.0016886211781898058,2.280018334308366e-05,0.013502248839212921,0.4198096561696857,0.01884470405931002,0.02682033246422276,0.6139051769279456,0.004115162897949325,0.9814873934734938,0.34837818047322916,0.0017605045887381038,0.7164983109831058
2.265625,y,0.03,0.001783993901068377,0.0011234067993244974,3.175540300723024e-05,6.779282366351564e-05,0.0029074007003928744,9.954822667074587e-05,0.03423959643997265,0.6297144842545285,0.028267056088965018,0.0603457480445012,0.6139051769279456,0.004115162897949325,0.9814873934734938,0.34837818047322916,0.0017605045887381038,0.7164983109831058
2.265625,y,0.04,0.002378658534757836,0.001997167643243551,7.527206638750874e-05,0.0002142588007143211,0.004375826178001387,0.0002895308671018298,0.0661659890782202,0.8396193123393714,0.03768940811862004,0.10728132985689104,0.6139051769279456,0.004115162897949325,0.9814873934734938,0.34837818047322916,0.0017605045887381038,0.7164983109831058
2.265625,y,0.05,0.0029733231684472955,0.0031205744425680487,0.00014701575466310302,0.0005230927751814481,0.006093897611015344,0.000670108529844551,0.10996386428174658,1.0495241404242142,0.04711176014827505,0.16762707790139228,0.6139051769279456,0.004115162897949325,0.9814873934734938,0.34837818047322916,0.0017605045887381038,0.7164983109831058
2.265625,y,0.06,0.003567987802136754,0.00449362719729799,0.0002540432240578419,0.0010846851786162502,0.008061614999434743,0.0013387284026740922,0.16606206110909041,1.259428968509057,0.056534112177930036,0.2413829921780048,0.6139051769279456,0.004115162897949325,0.9814873934734938,0.34837818047322916,0.0017605045887381038,0.7164983109831058
2.265625,y,0.08,0.004757317069515672,0.007988670572974204,0.0006021765311000699,0.0034281408114291375,0.012745987642489878,0.0040303173425292075,0.31620282833899727,1.6792386246787427,0.07537881623724008,0.42912531942756416,0.6139051769279456,0.004115162897949325,0.9814873934734938,0.34837818047322916,0.0017605045887381038,0.7164983109831058
2.265625,y,0.1,0.005946646336894591,0.012482297770272195,0.0011761260373048242,0.008369484402903169,0.018428944107166785,0.009545610440207993,0.5179683862894687,2.0990482808484283,0.0942235202965501,0.6705083116055691,0.6139051769279456,0.004115162897949325,0.9814873934734938,0.34837818047322916,0.0017605045887381038,0.7164983109831058
2.265625,y,0.12,0.007135975604273508,0.01797450878919196,0.0020323457924627353,0.017354962857860003,0.025110484393465467,0.01938730865032274,0.7720802333613255,2.518857937018114,0.11306822435586007,0.9655319687120192,0.6139051769279456,0.004115162897949325,0.9814873934734938,0.34837818047322916,0.0017605045887381038,0.7164983109831058
2.265625,z,0.02,0.003689595221580006,0.00035699765780235654,5.5645503886933616e-05,9.132931924657754e-06,0.004046592879382363,6.477843581159137e-05,0.016008142588705043,0.09675794670220719,0.15587078142047772,0.025582610207806993,0.00020167796179803405,0.127370016533919,0.2580754853425564,0.5670969450681087,0.12395765740213008,0.042448448992674526
2.265625,z,0.03,0.005534392832370009,0.0008032447300553021,0.00018780357561840088,4.623546786857987e-05,0.006337637562425311,0.00023403904348698074,0.036928436058659336,0.14513692005331075,0.23380617213071653,0.057560872967565735,0.00020167796179803405,0.127370016533919,0.2580754853425564,0.5670969450681087,0.12395765740213008,0.042448448992674526
2.265625,z,0.04,0.007379190443160012,0.0014279906312094262,0.00044516403109546893,0.00014612691079452406,0.008807181074369438,0.000591290941889993,0.06713736630336367,0.19351589340441439,0.31174156284095544,0.10233044083122797,0.00020167796179803405,0.127370016533919,0.2580754853425564,0.5670969450681087,0.12395765740213008,0.042448448992674526
2.265625,z,0.05,0.009223988053950015,0.0022312353612647285,0.0008694609982333377,0.0003567551533069436,0.011455223415214743,0.0012262161515402812,0.10704428076990886,0.24189486675551797,0.38967695355119425,0.15989131379879373,0.00020167796179803405,0.127370016533919,0.2580754853425564,0.5670969450681087,0.12395765740213008,0.042448448992674526
2.265625,z,0.06,0.011068785664740018,0.0032129789202212083,0.001502428604947207,0.0007397674858972779,0.014281764584961226,0.002242196090844485,0.15699713277766314,0.2902738401066215,0.46761234426143305,0.23024349187026294,0.00020167796179803405,0.127370016533919,0.2580754853425564,0.5670969450681087,0.12395765740213008,0.042448448992674526
2.265625,z,0.08,0.014758380886320024,0.005711962524837705,0.0035613122487637514,0.002338030572712385,0.020470343411157728,0.005899342821476136,0.28818973394753084,0.38703178680882877,0.6234831256819109,0.4093217633249119,0.00020167796179803405,0.127370016533919,0.2580754853425564,0.5670969450681087,0.12395765740213008,0.042448448992674526
2.265625,z,0.1,0.01844797610790003,0.008924941445058914,0.006955687985866702,0.005708082452911097,0.027372917552958946,0.0126637704387778,0.46263867979278944,0.48378973351103594,0.7793539071023885,0.6395652551951749,0.00020167796179803405,0.127370016533919,0.2580754853425564,0.5670969450681087,0.12395765740213008,0.042448448992674526
2.265625,z,0.12,0.022137571329480035,0.012851915680884833,0.012019428839577656,0.011836279774356447,0.03498948701036487,0.0238557086139341,0.6817964666606107,0.580547680213243,0.9352246885228661,0.9209739674810518,0.00020167796179803405,0.127370016533919,0.2580754853425564,0.5670969450681087,0.12395765740213008,0.042448448992674526
1.0546875,x,0.02,0.0015442646264755713,0.0012062987935536115,0.0001163594810162585,3.0651574237359664e-05,0.0027505634200291826,0.00014701105525361815,0.053447615198801125,0.7811477209749412,0.09645991659618379,0.02540960365803219,0.740072811081671,0.24640070882797308,0.35563991031459835,0.3104904252409877,0.25429299277767253,0.2142563399116638
1.0546875,x,0.03,0.002316396939713357,0.0027141722854956258,0.00039271324842987226,0.00015517359457663328,0.005030569225208983,0.0005478868430065056,0.10891150056358581,1.1717215814624118,0.14468987489427562,0.05717160823057242,0.740072811081671,0.24640070882797308,0.35563991031459835,0.3104904252409877,0.25429299277767253,0.2142563399116638
1.0546875,x,0.04,0.0030885292529511427,0.004825195174214446,0.000930875848130068,0.0004904251877977546,0.007913724427165588,0.0014213010359278226,0.17959951082563555,1.5622954419498825,0.19291983319236758,0.10163841463212876,0.740072811081671,0.24640070882797308,0.35563991031459835,0.3104904252409877,0.25429299277767253,0.2142563399116638
1.0546875,x,0.05,0.0038606615661889287,0.007539367459710073,0.001818116890879039,0.001197327118646862,0.011400029025899,0.003015444009525901,0.26451195893232426,1.9528693024373533,0.24114979149045945,0.15881002286270118,0.740072811081671,0.24640070882797308,0.35563991031459835,0.3104904252409877,0.25429299277767253,0.2142563399116638
1.0546875,x,0.06,0.004632793879426714,0.010856689141982503,0.003141705987438978,0.0024827775132261324,0.015489483021409216,0.0056244835006651105,0.36311628302191074,2.3434431629248236,0.28937974978855124,0.22868643292228968,0.740072811081671,0.24640070882797308,0.35563991031459835,0.3104904252409877,0.25429299277767253,0.2142563399116638
1.0546875,x,0.08,0.006177058505902285,0.019300780696857783,0.007447006785040544,0.007846803004764074,0.025477839202760068,0.015293809789804618,0.6002789195775993,3.124590883899765,0.38583966638473516,0.40655365852851505,0.740072811081671,0.24640070882797308,0.35563991031459835,0.3104904252409877,0.25429299277767253,0.2142563399116638
1.0546875,x,0.1,0.007721323132377857,0.03015746983884029,0.014544935127032312,0.019157233898349793,0.03787879297121815,0.0337021690253821,0.8897371426536845,3.9057386048747067,0.4822995829809189,0.6352400914508047,0.740072811081671,0.24640070882797308,0.35563991031459835,0.3104904252409877,0.25429299277767253,0.2142563399116638
1.0546875,x,0.12,0.009265587758853428,0.04342675656793001,0.025133647899511825,0.03972444021161812,0.05269234432678344,0.06485808811112995,1.2308825682322635,4.686886325849647,0.5787594995771025,0.9147457316891587,0.740072811081671,0.24640070882797308,0.35563991031459835,0.3104904252409877,0.25429299277767253,0.2142563399116638
1.0546875,y,0.02,0.0018780395635134698,0.0020041025703496345,0.00014642166225241685,5.2309055166861574e-05,0.0038821421338631045,0.00019873071741927843,0.05119099470516353,1.0671247876164673,0.07306096225747179,0.02610098701571735,0.7337926371947283,0.24567869699461528,0.3537043545535708,0.31481430530146715,0.25306404394649873,0.19479758765069274
1.0546875,y,0.03,0.0028170593452702046,0.004509230783286677,0.0004941731101019066,0.00026481459178223665,0.007326290128556881,0.0007589877018841433,0.10359782216728117,1.600687181424701,0.10959144338620765,0.05872722078536402,0.7337926371947283,0.24567869699461528,0.3537043545535708,0.31481430530146715,0.25306404394649873,0.19479758765069274
1.0546875,y,0.04,0.0037560791270269396,0.008016410281398538,0.0011713732980193348,0.0008369448826697852,0.011772489408425478,0.00200831818068912,0.170594180297311,2.1342495752329347,0.14612192451494357,0.1044039480628694,0.7337926371947283,0.24567869699461528,0.3537043545535708,0.31481430530146715,0.25306404394649873,0.19479758765069274
1.0546875,y,0.05,0.004695098908783675,0.012525641064685218,0.002287838472694013,0.0020433224674555306,0.017220739973468895,0.004331160940149544,0.25150841060386137,2.6678119690411686,0.18265240564367943,0.16313116884823342,0.7337926371947283,0.24567869699461528,0.3537043545535708,0.31481430530146715,0.25306404394649873,0.19479758765069274
1.0546875,y,0.06,0.005634118690540409,0.01803692313314671,0.003953384880815253,0.004237033468515786,0.02367104182368712,0.00819041834933104,0.346010049339487,3.201374362849402,0.2191828867724153,0.23490888314145608,0.7337926371947283,0.24567869699461528,0.3537043545535708,0.31481430530146715,0.25306404394649873,0.19479758765069274
1.0546875,y,0.08,0.007512158254053879,0.03206564112559415,0.009370986384154678,0.013391118122716563,0.03957779937964803,0.02276210450687124,0.5751230453347572,4.268499150465869,0.29224384902988715,0.4176157922514776,0.7337926371947283,0.24567869699461528,0.3537043545535708,0.31481430530146715,0.25306404394649873,0.19479758765069274
1.0546875,y,0.1,0.00939019781756735,0.05010256425874087,0.018302707781552106,0.03269315947928849,0.05949276207630822,0.0509958672608406,0.8571776713851492,5.335623938082337,0.36530481128735887,0.6525246753929337,0.7337926371947283,0.24567869699461528,0.3537043545535708,0.31481430530146715,0.25306404394649873,0.19479758765069274
1.0546875,y,0.12,0.011268237381080818,0.07214769253258684,0.031627079046522025,0.06779253549625258,0.08341592991366766,0.0994196145427746,1.1918540576802317,6.402748725698804,0.4383657735448306,0.9396355325658243,0.7337926371947283,0.24567869699461528,0.3537043545535708,0.31481430530146715,0.25306404394649873,0.19479758765069274
1.0546875,z,0.02,0.0033930247166345357,0.00030400281901079093,8.59033752914349e-05,1.5172229853233899e-05,0.0036970275356453266,0.0001010756051446688,0.0273396949766093,0.08959640568499143,0.2825742720773443,0.049908188031293696,0.22937642620002535,0.9346255118853588,0.6113135762151388,0.47019735107253957,0.825596328320349,0.313322756177097
1.0546875,z,0.03,0.005089537074951803,0.0006840063427742796,0.0002899238916085927,7.68094136319966e-05,0.005773543417726083,0.0003667333052405893,0.06351962368805181,0.13439460852748714,0.42386140811601636,0.1122934230704108,0.22937642620002535,0.9346255118853588,0.6113135762151388,0.47019735107253957,0.825596328320349,0.313322756177097
1.0546875,z,0.04,0.006786049433269071,0.0012160112760431637,0.0006872270023314792,0.00024275567765174238,0.008002060709312236,0.0009299826799832216,0.11621789858466997,0.17919281136998286,0.5651485441546886,0.19963275212517478,0.22937642620002535,0.9346255118853588,0.6113135762151388,0.47019735107253957,0.825596328320349,0.313322756177097
1.0546875,z,0.05,0.00848256179158634,0.0019000176188174436,0.0013422402389286704,0.0005926652286419493,0.010382579410403783,0.0019349054675706196,0.18636076750174072,0.22399101421247858,0.7064356801933608,0.3119261751955856,0.22937642620002535,0.9346255118853588,0.6113135762151388,0.47019735107253957,0.825596328320349,0.313322756177097
1.0546875,z,0.06,0.010179074149903607,0.0027360253710971183,0.0023193911328687417,0.0012289506181119457,0.012915099521000725,0.0035483417509806874,0.274743663044243,0.26878921705497427,0.8477228162320327,0.4491736922816432,0.22937642620002535,0.9346255118853588,0.6113135762151388,0.47019735107253957,0.825596328320349,0.313322756177097
1.0546875,z,0.08,0.013572098866538143,0.004864045104172655,0.0054978160186518335,0.003884090842427878,0.0184361439707108,0.009381906861079712,0.5088866129481628,0.3583856227399657,1.1302970883093773,0.7985310085006991,0.22937642620002535,0.9346255118853588,0.6113135762151388,0.47019735107253957,0.825596328320349,0.313322756177097
1.0546875,z,0.1,0.01696512358317268,0.0076000704752697745,0.010737921911429364,0.009482643658271188,0.024565194058442454,0.020220565569700553,0.8231388492838403,0.44798202842495716,1.4128713603867216,1.2477047007823423,0.22937642620002535,0.9346255118853588,0.6113135762151388,0.47019735107253957,0.825596328320349,0.313322756177097
1.0546875,z,0.12,0.020358148299807213,0.010944101484388473,0.018555129062949934,0.01966320988979113,0.031302249784195685,0.038218338952741064,1.220945434153339,0.5375784341099485,1.6954456324640654,1.7966947691265729,0.22937642620002535,0.9346255118853588,0.6113135762151388,0.47019735107253957,0.825596328320349,0.313322756177097
